Date,Revenue,COGS
2014-07-09,5089459.45,5002533.36
2014-07-10,5277348.24,5193788.09
2014-07-11,3680744.54,3649066.92
2014-07-12,3635150.5,3488161.59
2014-07-13,4538183.38,4461396.49
2014-07-14,4180514.48,4093927.18
2014-07-15,4729914.86,4685468.3
2014-07-16,5725200.44,5688906.29
2014-07-17,5475110.93,5378778.65
2014-07-18,4518235.32,4447047.74
2014-07-19,4203668.56,3770693.84
2014-07-20,4322625.55,3600969.69
2014-07-21,4796649.21,3768111.9
2014-07-22,6208113.76,5011530.91
2014-07-23,7566031.17,5950276.5
2014-07-24,5905615.09,4674430.56
2014-07-25,4437108.92,3571085.86
2014-07-26,4875867.56,3838617.04
2014-07-27,4695097.96,3728682.43
2014-07-28,5659848.32,4577648.87
2014-07-29,8325936.32,6673852.31
2014-07-30,9849002.97,7950504.57
2014-07-31,12499623.55,10113088.37
2014-08-01,10268362.3,8266400.63
2014-08-02,9437585.35,7486465.1
2014-08-03,8311634.97,6613684.99
2014-08-04,7920532.02,6253439.86
2014-08-05,4783590.74,3865614.98
2014-08-06,5768372.14,4433911.0
2014-08-07,4368310.48,3451434.03
2014-08-08,2772020.29,2220747.24
2014-08-09,3001539.63,2354553.12
2014-08-10,3823485.27,3003127.77
2014-08-11,4332284.65,3523421.42
2014-08-12,4968367.41,3950793.43
2014-08-13,5893608.69,4708354.21
2014-08-14,5049141.59,3986642.15
2014-08-15,4964547.64,3886890.99
2014-08-16,4183136.08,3312917.75
2014-08-17,4553293.21,3569236.73
2014-08-18,3852897.93,3032853.62
2014-08-19,5491853.95,4329773.16
2014-08-20,6252896.94,5003338.92
2014-08-21,5420386.94,4272987.79
2014-08-22,3980335.94,3221586.25
2014-08-23,3604919.44,2824202.4
2014-08-24,3975022.95,3208598.81
2014-08-25,4982068.72,3931111.8
2014-08-26,5315751.01,4151656.84
2014-08-27,7880420.55,6267001.76
2014-08-28,13900846.53,11188888.43
2014-08-29,12683009.27,10136587.4
2014-08-30,11574198.37,9088009.4
2014-08-31,11951398.65,9415326.58
2014-09-01,10306541.25,8432677.93
2014-09-02,1980913.22,1699049.31
2014-09-03,2013419.84,1783705.47
2014-09-04,2079554.62,1858190.69
2014-09-05,3009749.32,2650108.54
2014-09-06,2651615.67,2379303.77
2014-09-07,3257294.39,2733813.81
2014-09-08,3789247.34,3234658.91
2014-09-09,3050893.58,2636295.62
2014-09-10,2734213.18,2344334.17
2014-09-11,3603376.76,3063452.95
2014-09-12,3387921.49,2941397.85
2014-09-13,4488375.88,3882301.0
2014-09-14,4664595.04,4241668.09
2014-09-15,3434401.74,2989155.15
2014-09-16,3499018.93,3094674.95
2014-09-17,2159581.94,1891350.86
2014-09-18,3245614.46,2827312.43
2014-09-19,3152106.06,2800614.8
2014-09-20,3934660.56,3508771.25
2014-09-21,4973677.98,4472971.42
2014-09-22,4691002.44,4096769.99
2014-09-23,3267077.04,2950868.62
2014-09-24,3651189.03,3193891.83
2014-09-25,3991936.34,3513164.66
2014-09-26,4802241.84,4364819.46
2014-09-27,5922266.1,5104748.73
2014-09-28,6894981.49,6104020.61
2014-09-29,6358369.55,5385912.36
2014-09-30,5625701.93,4992117.65
2014-10-01,4131059.59,3367707.8
2014-10-02,2166020.29,1638411.83
2014-10-03,2713373.58,2209685.83
2014-10-04,3061013.56,2383424.37
2014-10-05,3514973.01,2703049.67
2014-10-06,4584954.57,3714150.0
2014-10-07,3826571.36,3029706.85
2014-10-08,3298742.48,2595357.42
2014-10-09,2480246.09,1949299.28
2014-10-10,3324677.65,2616526.38
2014-10-11,3249272.4,2455378.82
2014-10-12,3964814.61,3263898.52
2014-10-13,5257692.13,4155288.51
2014-10-14,5353820.23,4242284.88
2014-10-15,3174858.73,2517101.9
2014-10-16,3035433.21,2343522.12
2014-10-17,3041887.24,2405340.07
2014-10-18,3295901.64,2641429.14
2014-10-19,3906454.96,3097527.04
2014-10-20,4406719.83,3563304.85
2014-10-21,4158469.93,3334418.16
2014-10-22,3185076.38,2622321.88
2014-10-23,3397945.31,2701811.9
2014-10-24,2910624.78,2393219.16
2014-10-25,3710088.5,3052761.25
2014-10-26,3332635.64,2620840.72
2014-10-27,5247620.14,4151809.58
2014-10-28,6122484.1,4933576.08
2014-10-29,6191276.35,4949513.22
2014-10-30,6250389.79,4894988.48
2014-10-31,4687679.79,3734196.88
2014-11-01,4474322.51,3463929.06
2014-11-02,3503909.61,2759213.27
2014-11-03,2511155.37,1925980.79
2014-11-04,1758772.81,1413005.18
2014-11-05,2080412.08,1649512.63
2014-11-06,2338580.92,1815525.82
2014-11-07,2391118.65,1914802.56
2014-11-08,2603594.99,2058134.47
2014-11-09,3896973.5,2948324.76
2014-11-10,3578790.21,2955883.0
2014-11-11,3265211.84,2544268.23
2014-11-12,2687977.35,2131053.41
2014-11-13,3661668.42,2973473.14
2014-11-14,4104922.66,3206387.48
2014-11-15,3332537.35,2666922.09
2014-11-16,3926705.12,3165100.53
2014-11-17,3901928.25,3135379.39
2014-11-18,2299920.21,1777742.22
2014-11-19,2365334.24,2037392.28
2014-11-20,2712056.74,2364468.06
2014-11-21,2642726.69,2469983.77
2014-11-22,2355839.63,2373102.5
2014-11-23,2702782.41,2732923.6
2014-11-24,2994851.12,2989623.83
2014-11-25,1951300.95,1961306.08
2014-11-26,3005133.94,3070985.43
2014-11-27,4582936.62,4552287.3
2014-11-28,3803816.23,3776489.22
2014-11-29,3693923.36,3714680.69
2014-11-30,4164373.0,4139199.1
2014-12-01,3293606.72,3371041.49
2014-12-02,1913468.28,1934027.84
2014-12-03,1725054.96,1639460.56
2014-12-04,1490172.71,1377244.92
2014-12-05,1855814.16,1814623.65
2014-12-06,2498471.96,2457252.11
2014-12-07,2209128.82,2214964.0
2014-12-08,3029845.63,2938276.72
2014-12-09,3265900.4,3069037.78
2014-12-10,2659858.85,2559688.79
2014-12-11,2499031.03,2479880.93
2014-12-12,2451281.84,2348048.7
2014-12-13,2618181.33,2655502.75
2014-12-14,2868448.18,2822169.24
2014-12-15,3675108.42,3622573.69
2014-12-16,3587166.39,3452397.12
2014-12-17,2950563.8,2911687.56
2014-12-18,2684991.91,2614938.98
2014-12-19,3424258.6,3465424.79
2014-12-20,3898670.99,3764085.99
2014-12-21,4372128.59,4286124.01
2014-12-22,3430574.36,3435107.36
2014-12-23,2791569.02,2665014.26
2014-12-24,2610156.84,2591612.44
2014-12-25,2573745.23,2584515.85
2014-12-26,2922497.3,2877653.62
2014-12-27,3575283.76,3538078.72
2014-12-28,8484445.21,8405135.96
2014-12-29,7063840.79,6908131.26
2014-12-30,5708142.92,5488862.89
2014-12-31,5625288.94,5528179.38
2015-01-01,4576460.18,4315048.16
2015-01-02,1625420.31,1281805.11
2015-01-03,1176312.94,876576.96
2015-01-04,2651400.23,2169221.09
2015-01-05,2457539.39,1930809.0
2015-01-06,1621284.62,1301383.65
2015-01-07,1981408.07,1560596.56
2015-01-08,1318438.15,1057739.56
2015-01-09,2144901.8,1679915.91
2015-01-10,1830727.22,1385986.39
2015-01-11,3254430.17,2604455.39
2015-01-12,2427966.79,1902989.93
2015-01-13,2138729.21,1742327.89
2015-01-14,2835456.9,2191456.13
2015-01-15,2047933.05,1631831.77
2015-01-16,2569213.44,2030636.7
2015-01-17,2588700.22,2035239.72
2015-01-18,3021302.7,2433685.6
2015-01-19,2851705.68,2258471.9
2015-01-20,2455411.13,1957537.38
2015-01-21,2603856.87,2019373.54
2015-01-22,2683523.21,2190572.01
2015-01-23,2703262.73,2149537.87
2015-01-24,4004609.82,3181968.24
2015-01-25,4665645.74,3747345.78
2015-01-26,4084367.08,3209020.3
2015-01-27,3116141.82,2455632.77
2015-01-28,4612174.41,3603868.33
2015-01-29,5300109.93,4295752.25
2015-01-30,4336302.07,3457573.62
2015-01-31,4195901.17,3269383.7
2015-02-01,4977201.37,4063980.38
2015-02-02,2901454.29,2325361.53
2015-02-03,1779457.49,1427675.21
2015-02-04,2496729.14,2129083.48
2015-02-05,2500351.24,2064567.04
2015-02-06,3457294.9,2699578.13
2015-02-07,3570886.94,2952636.69
2015-02-08,4197082.23,3455113.24
2015-02-09,4490187.64,3675813.84
2015-02-10,2813867.9,2247526.75
2015-02-11,3311241.3,2623112.64
2015-02-12,3468141.29,2797170.91
2015-02-13,4164849.99,3458801.88
2015-02-14,4312422.12,3541992.72
2015-02-15,4757224.49,3925128.98
2015-02-16,4817928.66,3988291.36
2015-02-17,4293160.67,3537248.79
2015-02-18,3209407.04,2685036.44
2015-02-19,3793775.02,3109300.19
2015-02-20,4760336.65,3942085.3
2015-02-21,4368539.08,3544819.23
2015-02-22,5784606.22,4804964.15
2015-02-23,7360399.98,5966271.62
2015-02-24,5473140.47,4450268.77
2015-02-25,8502202.85,7083827.01
2015-02-26,6528340.52,5386905.64
2015-02-27,4695415.58,3896449.69
2015-02-28,3896812.17,3287398.94
2015-03-01,4612623.19,3760240.57
2015-03-02,1204115.66,996728.16
2015-03-03,2971078.12,2450231.82
2015-03-04,3275231.73,2540097.74
2015-03-05,3623778.02,2818823.69
2015-03-06,4126698.63,3333077.32
2015-03-07,3652751.16,2946148.77
2015-03-08,3679065.16,2903799.07
2015-03-09,4520902.2,3610296.4
2015-03-10,5042080.93,3980962.03
2015-03-11,6098020.8,4928286.75
2015-03-12,4869770.72,3760439.95
2015-03-13,3474969.89,2712283.16
2015-03-14,4711284.42,3671123.8
2015-03-15,5040735.75,4008157.53
2015-03-16,5602879.7,4422966.9
2015-03-17,5692241.74,4623906.32
2015-03-18,6793794.72,5583548.33
2015-03-19,6012381.06,5053767.27
2015-03-20,4887915.96,4122124.89
2015-03-21,4566270.71,4002288.11
2015-03-22,5271032.0,4721422.49
2015-03-23,5172623.98,4663072.48
2015-03-24,6187718.83,5662250.07
2015-03-25,6763449.95,6062883.43
2015-03-26,6983791.47,6190732.25
2015-03-27,5007891.27,4516109.24
2015-03-28,5941997.22,5296480.62
2015-03-29,6087900.7,5431213.47
2015-03-30,14251354.04,12890205.46
2015-03-31,14813965.34,13306811.36
2015-04-01,13697879.88,12323133.99
2015-04-02,11638587.41,10494545.99
2015-04-03,10239965.04,9205352.56
2015-04-04,4214414.51,3835706.41
2015-04-05,4549233.48,4060392.25
2015-04-06,5947351.85,5501604.96
2015-04-07,6969771.13,6115686.29
2015-04-08,6923568.08,6092200.11
2015-04-09,5334934.77,4630574.68
2015-04-10,5286341.9,4755107.84
2015-04-11,7223512.23,6692976.84
2015-04-12,6941143.47,6173613.48
2015-04-13,8008850.6,7198672.06
2015-04-14,9764966.49,8525033.47
2015-04-15,8464241.45,7283839.1
2015-04-16,6025485.77,5033699.98
2015-04-17,6481493.13,5294636.04
2015-04-18,7432727.07,5745887.3
2015-04-19,6854069.17,5371424.19
2015-04-20,8942873.22,6952833.82
2015-04-21,11246554.8,8986101.87
2015-04-22,9099886.14,7216624.95
2015-04-23,7548994.85,5939101.06
2015-04-24,6578500.68,5143109.11
2015-04-25,9981817.81,7741342.2
2015-04-26,8486257.42,6790371.72
2015-04-27,11233528.64,8990933.6
2015-04-28,14371525.01,11368208.46
2015-04-29,15294818.22,12456433.34
2015-04-30,14911130.64,11744026.43
2015-05-01,11462217.29,9026019.09
2015-05-02,8951414.69,7003240.14
2015-05-03,7902349.85,6325430.88
2015-05-04,4063632.19,3220456.05
2015-05-05,4993358.48,3895803.59
2015-05-06,5912157.02,4721080.32
2015-05-07,6417545.13,5062352.65
2015-05-08,4654167.53,3561342.38
2015-05-09,4178643.57,3269969.19
2015-05-10,5135747.06,3949880.44
2015-05-11,6740124.2,5364204.35
2015-05-12,6877097.83,5464941.46
2015-05-13,8472230.27,6752088.25
2015-05-14,8373161.73,6566657.69
2015-05-15,6454103.0,5103049.75
2015-05-16,6409003.84,5140481.43
2015-05-17,6593507.34,5168476.45
2015-05-18,7049312.68,5707463.8
2015-05-19,8167385.27,6584434.28
2015-05-20,10886447.11,8610088.68
2015-05-21,9585349.34,7629673.54
2015-05-22,6849849.55,5526949.11
2015-05-23,5769728.11,4699867.99
2015-05-24,7759286.87,6115304.75
2015-05-25,6648911.62,5479719.27
2015-05-26,7250067.07,5753775.74
2015-05-27,11264269.11,8911794.91
2015-05-28,10886440.76,8702126.28
2015-05-29,7443400.33,6010039.49
2015-05-30,14386454.27,11671007.33
2015-05-31,12847323.1,10142347.13
2015-06-01,12707400.56,9938849.85
2015-06-02,10370270.22,8221123.6
2015-06-03,12915899.82,10182209.97
2015-06-04,4389371.3,3612066.24
2015-06-05,4689415.18,3666593.72
2015-06-06,4504545.31,3683127.75
2015-06-07,4737477.49,3636812.14
2015-06-08,5997977.12,4767036.54
2015-06-09,7149148.38,5741574.05
2015-06-10,7033422.25,5437275.2
2015-06-11,5174085.58,4188520.67
2015-06-12,6351066.12,4900508.38
2015-06-13,5087923.97,3913528.15
2015-06-14,7257781.25,5645520.63
2015-06-15,7185781.7,5677039.63
2015-06-16,7904688.49,6283325.81
2015-06-17,8476249.0,6775868.17
2015-06-18,6561476.72,5174441.56
2015-06-19,5300940.37,4147889.8
2015-06-20,5709630.01,4391167.7
2015-06-21,5755437.59,4546815.45
2015-06-22,8091120.75,6486078.97
2015-06-23,8014615.36,6549729.21
2015-06-24,8106694.48,6848465.28
2015-06-25,6395417.81,5471074.95
2015-06-26,5791488.27,5164656.66
2015-06-27,5907901.77,5761761.16
2015-06-28,7048110.81,6755443.51
2015-06-29,10266326.47,10003747.48
2015-06-30,10954727.42,10628217.87
2015-07-01,9503954.04,9190648.76
2015-07-02,8552727.69,8154787.16
2015-07-03,6047919.06,5867150.51
2015-07-04,1184319.43,1068025.58
2015-07-05,2966146.59,2810871.75
2015-07-06,2490899.57,2437063.72
2015-07-07,4185006.32,3947428.34
2015-07-08,4333446.86,4256271.94
2015-07-09,6011409.46,5756814.71
2015-07-10,3936544.23,3750891.91
2015-07-11,3965266.87,3859812.43
2015-07-12,4444033.83,4308843.11
2015-07-13,4008119.02,3879117.89
2015-07-14,4541662.42,4427340.58
2015-07-15,6195528.74,5945270.24
2015-07-16,5351713.45,5204783.4
2015-07-17,3953465.4,3879500.64
2015-07-18,4352743.94,4230281.82
2015-07-19,4734057.3,4244345.55
2015-07-20,4593431.52,3967198.09
2015-07-21,6205610.6,5212906.4
2015-07-22,7003315.42,5699625.87
2015-07-23,6241579.84,5041557.0
2015-07-24,4815209.73,3864863.25
2015-07-25,4869837.46,3980424.09
2015-07-26,5323996.74,4436550.96
2015-07-27,5603376.79,4431670.86
2015-07-28,6826651.55,5538901.92
2015-07-29,9470985.24,7602775.68
2015-07-30,10296776.67,9762134.91
2015-07-31,8227312.7,8001039.19
2015-08-01,7969399.16,8307674.69
2015-08-02,5808782.79,6999844.19
2015-08-03,4720575.96,6451104.36
2015-08-04,2658117.34,3894709.67
2015-08-05,2978173.12,4001425.35
2015-08-06,2558707.18,3656184.22
2015-08-07,1981109.04,2648627.83
2015-08-08,1709563.14,2428463.02
2015-08-09,2122689.02,2864218.57
2015-08-10,2341717.61,3233525.06
2015-08-11,2434219.28,3451194.49
2015-08-12,3555473.95,4878289.67
2015-08-13,2921138.79,3979730.24
2015-08-14,2842163.51,3979723.24
2015-08-15,2655077.08,3723026.61
2015-08-16,2851597.29,3843042.72
2015-08-17,2804909.03,3580539.39
2015-08-18,3797369.86,5081331.41
2015-08-19,3996506.07,5388360.8
2015-08-20,3542649.14,4967122.51
2015-08-21,2826694.43,4029608.29
2015-08-22,2330134.4,3196044.6
2015-08-23,2980880.01,4035327.45
2015-08-24,2905862.72,4140352.34
2015-08-25,3470416.25,4713031.14
2015-08-26,4027164.09,5549423.27
2015-08-27,3564052.29,4867784.09
2015-08-28,8506950.72,11044258.41
2015-08-29,7794439.44,10361751.16
2015-08-30,7344062.69,9260104.74
2015-08-31,7854391.23,10070785.58
2015-09-01,6760812.85,8154672.78
2015-09-02,2200298.26,2129220.78
2015-09-03,2827263.54,2604249.38
2015-09-04,3174821.93,2868467.84
2015-09-05,4060108.04,3677521.7
2015-09-06,5806076.99,5165364.57
2015-09-07,5427754.58,4736445.82
2015-09-08,4280040.71,3769505.38
2015-09-09,3647303.9,3266493.41
2015-09-10,3721441.58,3354394.08
2015-09-11,5440903.55,4839456.19
2015-09-12,4950740.04,4404176.85
2015-09-13,6063850.75,5333297.85
2015-09-14,5951627.11,5241870.86
2015-09-15,4289955.17,3759560.12
2015-09-16,4578098.38,4047593.29
2015-09-17,4322042.75,3890293.3
2015-09-18,4626830.39,4125549.97
2015-09-19,4866373.41,4338177.32
2015-09-20,5970375.19,5199616.34
2015-09-21,5429549.96,4922952.43
2015-09-22,3989413.65,3510644.34
2015-09-23,4492195.74,4136948.97
2015-09-24,4990183.49,4532817.65
2015-09-25,5455949.84,4738294.51
2015-09-26,6622087.86,5772363.74
2015-09-27,9527329.68,8445286.43
2015-09-28,8161672.8,7449690.47
2015-09-29,7149980.42,6330231.0
2015-09-30,6245594.21,5509034.08
2015-10-01,5328206.77,4579676.64
2015-10-02,2171539.56,1796561.55
2015-10-03,4071748.88,3247591.03
2015-10-04,3492367.73,2871726.8
2015-10-05,4507541.9,3678096.41
2015-10-06,4188998.54,3415837.46
2015-10-07,3426493.43,2803278.62
2015-10-08,3233949.18,2641121.98
2015-10-09,3267999.74,2663149.73
2015-10-10,3378102.79,2705337.11
2015-10-11,3286486.34,2566855.85
2015-10-12,4956524.37,4081540.58
2015-10-13,5498991.17,4432958.2
2015-10-14,3411355.27,2666618.8
2015-10-15,3768908.71,2948986.13
2015-10-16,3821540.36,2987369.39
2015-10-17,3662021.88,2894880.7
2015-10-18,4235369.07,3332133.13
2015-10-19,6150586.07,4953145.42
2015-10-20,5151254.9,4073078.24
2015-10-21,3861128.76,3112793.66
2015-10-22,3503062.58,2822517.81
2015-10-23,4220053.16,3535441.18
2015-10-24,3836294.44,2963519.26
2015-10-25,4371735.18,3592252.8
2015-10-26,5670407.54,4548016.77
2015-10-27,5227347.01,4220293.85
2015-10-28,7029977.95,5631491.38
2015-10-29,7420192.54,6015934.85
2015-10-30,7246849.63,5898873.81
2015-10-31,5833943.99,4766615.28
2015-11-01,5794071.48,4691433.96
2015-11-02,2770297.66,2300656.83
2015-11-03,2095237.3,1642341.12
2015-11-04,2658412.16,2230527.42
2015-11-05,2550367.78,2095931.27
2015-11-06,3113759.4,2524846.93
2015-11-07,2523233.52,2111797.74
2015-11-08,4183206.42,3467217.26
2015-11-09,3409517.01,2730600.71
2015-11-10,3237404.66,2600539.96
2015-11-11,2928494.89,2445001.94
2015-11-12,3900732.76,3072175.13
2015-11-13,3144926.75,2547598.28
2015-11-14,4369752.69,3445998.98
2015-11-15,4297274.47,3488973.66
2015-11-16,4316238.63,3541079.15
2015-11-17,3035948.85,2418023.08
2015-11-18,3208924.12,2787131.03
2015-11-19,2934934.24,2722267.8
2015-11-20,3389498.76,3170548.9
2015-11-21,2291920.41,2320486.62
2015-11-22,3070301.17,3152837.2
2015-11-23,2329823.55,2370762.85
2015-11-24,1994420.05,2017128.44
2015-11-25,1994246.64,2069297.94
2015-11-26,3361942.92,3392781.25
2015-11-27,5242225.8,5137790.23
2015-11-28,5114979.4,5281806.7
2015-11-29,5018236.03,4955536.7
2015-11-30,4031497.64,4065929.95
2015-12-01,3221463.05,3262618.05
2015-12-02,953639.35,978207.15
2015-12-03,1852279.15,1907081.99
2015-12-04,2076429.7,2095572.96
2015-12-05,2287846.3,2292826.58
2015-12-06,2028034.94,2013778.51
2015-12-07,2286683.02,2364273.69
2015-12-08,2785090.6,2715044.46
2015-12-09,1648123.41,1664248.89
2015-12-10,2450848.03,2579079.6
2015-12-11,2027594.98,1955884.16
2015-12-12,2888573.7,2824587.14
2015-12-13,3442735.4,3382073.59
2015-12-14,3272227.86,3176504.37
2015-12-15,3089177.63,3106617.67
2015-12-16,2310884.14,2367574.49
2015-12-17,2671287.02,2646046.82
2015-12-18,2923802.97,2954646.8
2015-12-19,2965218.72,3081409.43
2015-12-20,3613917.61,3711607.1
2015-12-21,5050481.76,5131271.18
2015-12-22,3719442.83,3727031.54
2015-12-23,3656481.63,3646146.76
2015-12-24,2398336.72,2262884.17
2015-12-25,3229207.58,3048061.85
2015-12-26,3645783.09,3633106.61
2015-12-27,5096354.17,5095420.51
2015-12-28,8179976.67,8163764.62
2015-12-29,7760149.23,7689336.24
2015-12-30,5941753.52,5888436.34
2015-12-31,6375571.66,6217888.06
2016-01-01,5846204.33,5354701.23
2016-01-02,2558616.91,2072521.54
2016-01-03,2744446.82,2169775.39
2016-01-04,2387838.0,1861702.6
2016-01-05,1557710.07,1249444.02
2016-01-06,2337143.16,1917221.35
2016-01-07,2503287.51,2024858.69
2016-01-08,2738103.45,2202044.96
2016-01-09,3026961.32,2446095.09
2016-01-10,4122392.05,3201417.67
2016-01-11,3434076.67,2780091.13
2016-01-12,2627637.47,2110300.27
2016-01-13,2268324.18,1914275.35
2016-01-14,3247398.41,2705497.94
2016-01-15,3532606.36,3003599.85
2016-01-16,3856871.3,3138016.53
2016-01-17,4229318.34,3477169.21
2016-01-18,4105149.52,3409714.29
2016-01-19,2818234.03,2313238.83
2016-01-20,2842888.66,2294689.37
2016-01-21,3981191.66,3293021.93
2016-01-22,3322730.4,2667153.86
2016-01-23,3998813.29,3324513.23
2016-01-24,4734624.57,3904936.72
2016-01-25,5007306.32,4047871.63
2016-01-26,3544741.3,2876880.62
2016-01-27,4728554.45,3994526.08
2016-01-28,6717660.92,5529962.06
2016-01-29,5013253.01,4078543.96
2016-01-30,6920879.78,5546795.93
2016-01-31,6449751.32,5251383.47
2016-02-01,5200767.32,4131331.82
2016-02-02,2966994.87,2413250.92
2016-02-03,2273911.2,1841992.31
2016-02-04,2819439.59,2305544.16
2016-02-05,3680939.41,2987435.62
2016-02-06,4735761.79,3973322.09
2016-02-07,4032333.88,3144310.26
2016-02-08,3848593.44,3120549.68
2016-02-09,3979641.11,3286349.1
2016-02-10,3448601.24,2764263.83
2016-02-11,3717348.88,3000678.76
2016-02-12,4035900.93,3269439.67
2016-02-13,4701818.64,3727060.93
2016-02-14,4925684.12,4030980.54
2016-02-15,4588032.77,3702428.02
2016-02-16,3941056.12,3209642.29
2016-02-17,2962078.99,2374063.71
2016-02-18,4009498.5,3301336.9
2016-02-19,4571419.08,3665043.13
2016-02-20,5176883.79,4193086.14
2016-02-21,4758472.96,3843027.26
2016-02-22,4721935.01,3825599.58
2016-02-23,4550216.22,3722357.32
2016-02-24,5790273.07,4665515.38
2016-02-25,7677182.49,6237906.21
2016-02-26,7096236.89,5762106.77
2016-02-27,6837275.28,5301081.64
2016-02-28,5117740.12,4142676.19
2016-02-29,3529083.59,2843903.05
2016-03-01,709982.79,623398.17
2016-03-02,1479744.0,1243049.71
2016-03-03,2251060.05,1853979.92
2016-03-04,2778579.79,2305820.78
2016-03-05,3472294.22,2819038.04
2016-03-06,3501407.51,2754054.05
2016-03-07,4275566.76,3544887.63
2016-03-08,4693887.34,3819333.06
2016-03-09,5050829.68,4101613.27
2016-03-10,7374516.48,5983967.59
2016-03-11,6281759.31,5065973.55
2016-03-12,4673863.75,3853834.05
2016-03-13,4655322.31,3707033.48
2016-03-14,5214530.57,4150309.08
2016-03-15,5319085.92,4384259.36
2016-03-16,6412758.35,5219744.05
2016-03-17,8569336.81,6809198.69
2016-03-18,6917674.02,5792586.92
2016-03-19,5852909.53,4990341.15
2016-03-20,4759469.17,3951071.76
2016-03-21,5534732.74,4759221.87
2016-03-22,5449314.63,4970365.56
2016-03-23,6046593.49,5532819.27
2016-03-24,7933448.72,7157854.93
2016-03-25,7008643.3,6273523.88
2016-03-26,5197781.65,4790136.82
2016-03-27,6141114.6,5639995.87
2016-03-28,5291170.65,4853169.6
2016-03-29,7521778.94,6878616.36
2016-03-30,14545392.64,13412468.3
2016-03-31,14231299.73,12932629.87
2016-04-01,12298083.49,11254792.81
2016-04-02,13123488.4,12292938.79
2016-04-03,10576481.39,9627706.26
2016-04-04,4230255.21,3886345.44
2016-04-05,4598444.87,4315060.71
2016-04-06,5873076.02,5465466.98
2016-04-07,5504606.21,5121344.12
2016-04-08,4323869.8,3902265.35
2016-04-09,4537873.44,4208365.26
2016-04-10,4898415.28,4517178.31
2016-04-11,6193751.24,5553289.41
2016-04-12,5962850.28,5477134.6
2016-04-13,8636899.06,7772805.93
2016-04-14,7184576.35,6220003.38
2016-04-15,5910167.4,5244820.29
2016-04-16,7075518.69,5997253.75
2016-04-17,9065525.85,7747445.67
2016-04-18,7930420.94,6496267.7
2016-04-19,9299472.01,7665794.67
2016-04-20,11470503.55,9220652.39
2016-04-21,9681621.65,7780628.47
2016-04-22,6442191.99,5276646.93
2016-04-23,8225755.2,6488166.41
2016-04-24,8005992.5,6468446.01
2016-04-25,11068078.01,8923524.58
2016-04-26,11387120.36,9133066.32
2016-04-27,16379722.53,13128158.81
2016-04-28,17388183.19,13978683.94
2016-04-29,16966030.5,13610990.42
2016-04-30,12874790.56,10476104.29
2016-05-01,11553720.73,9387796.08
2016-05-02,8891959.72,7094979.67
2016-05-03,6609488.85,5263847.33
2016-05-04,6041365.35,4874007.55
2016-05-05,6026491.95,4682705.07
2016-05-06,5884185.84,4692160.58
2016-05-07,5016235.82,3962154.52
2016-05-08,4730903.12,3759762.75
2016-05-09,7307039.01,5990848.79
2016-05-10,6636687.87,5216849.07
2016-05-11,8452886.26,6878143.05
2016-05-12,10736290.28,8789857.02
2016-05-13,9817523.43,7817935.3
2016-05-14,7446413.22,6064015.7
2016-05-15,6413929.56,4998345.42
2016-05-16,7701732.93,5993216.92
2016-05-17,8631034.09,6848845.3
2016-05-18,8416389.92,6811181.17
2016-05-19,11212790.37,9063577.59
2016-05-20,10058131.11,8217262.68
2016-05-21,7447083.47,5895652.1
2016-05-22,7687940.04,6156525.22
2016-05-23,8645211.05,7045764.67
2016-05-24,8183351.87,6580079.91
2016-05-25,9916196.12,7860116.29
2016-05-26,12748857.56,10440320.85
2016-05-27,10645860.16,8560911.95
2016-05-28,7818417.53,6306590.85
2016-05-29,6277386.71,4980964.03
2016-05-30,15902645.06,12868500.26
2016-05-31,15273734.62,12146387.51
2016-06-01,15027967.48,12020718.26
2016-06-02,15450407.81,12454831.83
2016-06-03,14905219.23,12099283.96
2016-06-04,3543917.94,2852864.04
2016-06-05,5281645.29,4151357.66
2016-06-06,5164395.26,4100125.08
2016-06-07,6484605.21,5302528.24
2016-06-08,8622987.0,7158408.04
2016-06-09,6719422.7,5484927.09
2016-06-10,5856690.47,4774033.93
2016-06-11,5949391.29,4761365.56
2016-06-12,6087764.33,4901187.37
2016-06-13,6889883.95,5491827.46
2016-06-14,9141001.7,7338757.88
2016-06-15,9864183.86,7853426.55
2016-06-16,10058421.18,8220535.81
2016-06-17,5423957.08,4250810.07
2016-06-18,7882351.1,6322388.46
2016-06-19,7908073.31,6297385.32
2016-06-20,7266335.58,5841977.09
2016-06-21,8500049.69,6752198.15
2016-06-22,10283795.21,8167871.69
2016-06-23,9872888.2,7950198.34
2016-06-24,7881916.83,6508523.99
2016-06-25,6886227.09,6096912.54
2016-06-26,6698524.32,6144242.3
2016-06-27,6871506.56,6833479.69
2016-06-28,8247984.99,8163713.72
2016-06-29,13343751.12,13303063.47
2016-06-30,11824115.33,11686500.64
2016-07-01,10173764.85,10138330.52
2016-07-02,8800553.93,8597989.65
2016-07-03,6426683.62,6344095.57
2016-07-04,1386571.93,1325944.63
2016-07-05,2748779.52,2677876.06
2016-07-06,2703265.31,2729115.94
2016-07-07,4517288.27,4518370.11
2016-07-08,3773827.56,3763622.72
2016-07-09,4051086.89,3956559.68
2016-07-10,4008532.54,3789183.06
2016-07-11,4094198.38,3954521.72
2016-07-12,4373623.08,4271906.38
2016-07-13,3978100.94,3903887.84
