return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount
RET-012107,189095,499,2014-06-18,wrong_size,1,9839.68
RET-012108,189100,2332,2014-06-26,defective,4,21064.99
RET-012109,189108,499,2014-06-29,defective,4,40229.63
RET-012111,189115,2388,2014-06-28,wrong_size,1,3408.68
RET-012112,189150,757,2014-06-28,defective,1,891.38
RET-012114,189184,1009,2014-06-22,wrong_size,3,3748.13
RET-012115,189209,475,2014-06-21,wrong_size,2,22317.7
RET-012116,189230,2379,2014-07-01,wrong_size,2,4435.9
RET-012120,189352,609,2014-06-24,wrong_size,3,29135.22
RET-012121,189372,670,2014-06-19,wrong_size,4,43427.53
RET-012122,189418,491,2014-07-10,changed_mind,2,20192.44
RET-012123,189434,604,2014-07-07,not_as_described,6,33764.23
RET-012125,189467,1680,2014-07-01,wrong_size,4,17944.11
RET-012126,189490,490,2014-06-23,not_as_described,1,8988.29
RET-012127,189504,2269,2014-06-27,wrong_size,1,3469.89
RET-012128,189518,1916,2014-06-26,changed_mind,4,12250.28
RET-012129,189528,2054,2014-07-04,late_delivery,2,12254.45
RET-012130,189545,491,2014-06-29,wrong_size,2,21816.2
RET-012131,189582,993,2014-06-27,wrong_size,1,3979.69
RET-012132,189585,572,2014-06-27,wrong_size,5,26393.86
RET-012133,189593,954,2014-06-17,wrong_size,2,15026.83
RET-012134,189607,2380,2014-06-28,defective,1,3237.06
RET-012136,189632,792,2014-07-01,defective,1,780.66
RET-012137,189641,2332,2014-07-08,wrong_size,6,30928.33
RET-012139,189655,1120,2014-07-09,late_delivery,1,2119.13
RET-012140,189655,1215,2014-07-03,changed_mind,1,3768.53
RET-012141,189704,2373,2014-06-30,not_as_described,6,39960.36
RET-012142,189764,676,2014-06-30,late_delivery,3,28504.62
RET-012143,189765,2331,2014-07-03,wrong_size,5,38431.73
RET-012145,189779,2355,2014-06-24,not_as_described,2,12758.2
RET-012146,189797,1182,2014-06-21,not_as_described,1,1915.27
RET-012147,189808,906,2014-06-23,defective,4,20515.76
RET-012149,189837,2081,2014-07-02,changed_mind,1,2469.07
RET-012150,189865,396,2014-07-01,defective,5,49387.92
RET-012151,189927,2055,2014-06-24,changed_mind,1,6434.6
RET-012152,189946,1062,2014-07-08,defective,2,3269.22
RET-012154,190001,762,2014-07-02,changed_mind,7,14005.11
RET-012155,190005,797,2014-07-04,defective,1,3811.11
RET-012156,190031,2380,2014-06-29,defective,5,16400.69
RET-012157,190035,551,2014-07-03,wrong_size,2,21422.17
RET-012158,190042,761,2014-06-25,wrong_size,5,10668.46
RET-012159,190071,525,2014-06-30,not_as_described,3,17321.9
RET-012160,190073,1017,2014-06-22,wrong_size,4,13936.13
RET-012161,190092,499,2014-07-08,not_as_described,1,11487.7
RET-012163,190140,631,2014-06-19,changed_mind,1,4397.66
RET-012164,190164,572,2014-07-06,not_as_described,3,16112.99
RET-012165,190170,1926,2014-07-08,defective,3,2960.17
RET-012166,190170,1927,2014-07-06,changed_mind,5,5280.33
RET-012167,190194,551,2014-06-20,not_as_described,5,56767.69
RET-012168,190225,1173,2014-07-11,changed_mind,7,37012.53
RET-012169,190241,819,2014-06-25,not_as_described,1,13286.95
RET-012171,190265,725,2014-07-02,changed_mind,2,2455.43
RET-012172,190265,726,2014-07-09,wrong_size,2,2630.29
RET-012175,190319,1174,2014-07-09,wrong_size,1,7103.33
RET-012176,190326,400,2014-06-22,wrong_size,2,19658.02
RET-012177,190328,604,2014-07-11,wrong_size,3,16274.25
RET-012179,190355,572,2014-06-20,changed_mind,2,10846.24
RET-012180,190406,689,2014-07-09,wrong_size,1,3964.1
RET-012181,190439,1982,2014-07-06,changed_mind,3,12272.62
RET-012182,190452,645,2014-06-25,late_delivery,4,34797.66
RET-012184,190534,641,2014-06-23,wrong_size,6,54453.71
RET-012185,190537,512,2014-07-04,wrong_size,2,5301.18
RET-012186,190549,791,2014-07-10,defective,1,722.49
RET-012187,190549,792,2014-07-02,not_as_described,6,4414.72
RET-012188,190579,1001,2014-06-28,defective,4,18903.91
RET-012189,190636,1892,2014-06-30,wrong_size,6,52539.25
RET-012190,190645,1836,2014-07-03,defective,4,6068.29
RET-012191,190655,1818,2014-07-11,late_delivery,2,4812.77
RET-012192,190663,792,2014-06-30,defective,1,780.68
RET-012195,190695,1005,2014-06-27,defective,3,3757.05
RET-012196,190711,600,2014-07-07,wrong_size,1,8711.44
RET-012198,190716,475,2014-06-26,defective,2,22258.48
RET-012199,190737,759,2014-07-04,wrong_size,2,3403.76
RET-012200,190737,760,2014-07-04,wrong_size,1,1811.04
RET-012202,190806,2055,2014-06-26,defective,4,26069.33
RET-012205,190862,1114,2014-07-05,wrong_size,1,2051.68
RET-012206,190863,990,2014-07-13,late_delivery,2,10193.88
RET-012207,190898,1065,2014-07-13,not_as_described,4,14450.85
RET-012208,190918,2098,2014-07-04,not_as_described,5,17382.33
RET-012209,190928,600,2014-06-26,not_as_described,8,66483.39
RET-012211,190960,1065,2014-07-11,changed_mind,1,3726.05
RET-012212,190960,1066,2014-06-26,changed_mind,1,3665.09
RET-012213,191063,2034,2014-07-01,defective,8,36136.23
RET-012214,191080,791,2014-06-28,defective,4,2964.06
RET-012215,191080,792,2014-07-05,defective,3,2306.72
RET-012216,191080,2234,2014-06-26,not_as_described,2,1579.8
RET-012217,191099,2218,2014-06-25,changed_mind,5,8192.77
RET-012219,191145,1916,2014-07-09,defective,2,6174.98
RET-012220,191173,622,2014-06-28,changed_mind,5,50126.24
RET-012221,191210,1426,2014-07-05,changed_mind,5,16399.03
RET-012223,191257,2079,2014-07-10,defective,4,25075.19
RET-012224,191353,499,2014-06-25,defective,2,21733.64
RET-012225,191370,779,2014-06-26,wrong_size,4,14344.58
RET-012226,191370,780,2014-06-26,defective,4,15684.79
RET-012227,191384,992,2014-06-28,defective,2,6778.37
RET-012228,191394,977,2014-07-09,not_as_described,5,28232.91
RET-012229,191438,966,2014-07-05,late_delivery,1,5532.17
RET-012230,191445,782,2014-06-28,defective,1,1142.59
RET-012231,191461,759,2014-06-27,changed_mind,4,6422.4
RET-012232,191477,791,2014-06-27,not_as_described,1,674.65
RET-012233,191477,792,2014-07-15,late_delivery,1,714.22
RET-012234,191518,2054,2014-06-27,changed_mind,1,6792.2
RET-012236,191574,1165,2014-06-23,defective,1,6492.65
RET-012237,191586,990,2014-07-15,not_as_described,1,4565.26
RET-012238,191592,143,2014-07-11,changed_mind,3,16044.53
RET-012239,191620,510,2014-07-05,changed_mind,1,10018.3
RET-012240,191622,2396,2014-07-04,late_delivery,1,1061.66
RET-012241,191628,989,2014-07-15,defective,3,14917.71
RET-012242,191672,2376,2014-07-13,wrong_size,1,8111.63
RET-012246,191708,927,2014-07-11,wrong_size,3,15154.59
RET-012247,191715,2045,2014-06-27,defective,2,10269.03
RET-012249,191728,475,2014-06-27,wrong_size,2,23062.46
RET-012250,191732,609,2014-07-07,not_as_described,1,10448.55
RET-012251,191738,2212,2014-06-22,wrong_size,5,5212.22
RET-012252,191743,432,2014-06-28,changed_mind,5,54952.31
RET-012253,191746,791,2014-07-08,not_as_described,2,1635.69
RET-012254,191782,635,2014-06-29,wrong_size,3,32006.26
RET-012255,191788,1117,2014-07-13,not_as_described,4,13521.87
RET-012256,191830,1232,2014-06-27,wrong_size,1,3955.68
RET-012258,191869,992,2014-07-09,changed_mind,2,6659.1
RET-012259,191881,1144,2014-06-26,not_as_described,6,27548.14
RET-012261,191898,716,2014-07-14,wrong_size,3,5118.7
RET-012262,191916,2157,2014-06-27,wrong_size,5,25604.07
RET-012263,191929,1203,2014-06-27,defective,1,3284.87
RET-012264,191960,572,2014-07-09,wrong_size,8,37936.25
RET-012265,191989,2359,2014-07-01,changed_mind,8,41761.37
RET-012266,191989,2396,2014-06-29,defective,1,1003.33
RET-012268,192001,2343,2014-07-12,not_as_described,1,4764.73
RET-012269,192004,623,2014-07-09,late_delivery,2,31600.53
RET-012271,192087,992,2014-06-28,wrong_size,1,3300.22
RET-012272,192097,990,2014-06-29,changed_mind,6,30777.96
RET-012273,192101,768,2014-07-12,changed_mind,2,2106.96
RET-012274,192110,2280,2014-06-28,defective,3,5987.7
RET-012275,192113,993,2014-07-17,defective,1,3931.77
RET-012276,192116,2394,2014-07-01,defective,2,3078.85
RET-012277,192119,2234,2014-07-05,wrong_size,4,2893.78
RET-012278,192158,791,2014-07-03,wrong_size,4,3095.02
RET-012279,192162,447,2014-07-17,wrong_size,1,17101.71
RET-012280,192212,754,2014-07-10,late_delivery,1,2547.89
RET-012281,192218,400,2014-07-10,not_as_described,2,19552.11
RET-012282,192236,764,2014-06-23,wrong_size,2,6764.54
RET-012284,192267,1168,2014-07-02,not_as_described,3,12534.12
RET-012285,192272,2074,2014-07-09,wrong_size,3,10599.13
RET-012286,192277,551,2014-07-05,wrong_size,1,9670.46
RET-012289,192340,1085,2014-07-03,wrong_size,3,2946.47
RET-012290,192340,1086,2014-07-09,wrong_size,3,3496.12
RET-012291,192349,967,2014-07-05,wrong_size,1,7505.38
RET-012292,192351,499,2014-07-07,wrong_size,4,40725.12
RET-012293,192370,1217,2014-07-08,wrong_size,1,6401.89
RET-012295,192424,2396,2014-07-14,changed_mind,6,6833.42
RET-012296,192440,990,2014-07-08,defective,5,26601.05
RET-012297,192445,1017,2014-07-13,not_as_described,1,3438.67
RET-012298,192500,2054,2014-07-08,changed_mind,1,6157.6
RET-012301,192549,499,2014-07-06,not_as_described,1,10908.33
RET-012302,192553,559,2014-06-30,wrong_size,1,6188.6
RET-012303,192562,1165,2014-06-28,changed_mind,1,6876.73
RET-012304,192602,635,2014-07-11,late_delivery,2,21447.58
RET-012305,192605,976,2014-07-15,wrong_size,6,21136.04
RET-012306,192651,2331,2014-07-06,defective,1,6557.21
RET-012307,192661,1096,2014-07-03,defective,3,4585.91
RET-012308,192686,966,2014-07-08,wrong_size,1,5747.95
RET-012310,192709,1975,2014-07-17,changed_mind,5,3309.32
RET-012312,192758,2332,2014-06-27,not_as_described,1,5506.06
RET-012313,192760,2071,2014-07-05,wrong_size,7,25789.04
RET-012314,192848,768,2014-07-05,wrong_size,5,5188.69
RET-012315,192863,516,2014-07-17,wrong_size,1,6270.98
RET-012317,192931,759,2014-07-01,not_as_described,1,1611.06
RET-012318,192952,726,2014-06-29,changed_mind,2,2383.13
RET-012319,192969,467,2014-07-18,defective,1,10144.82
RET-012320,192980,907,2014-07-07,wrong_size,1,6666.03
RET-012321,192982,791,2014-07-09,defective,1,759.64
RET-012322,192982,792,2014-07-10,wrong_size,1,724.31
RET-012323,192983,791,2014-07-10,late_delivery,1,782.22
RET-012324,192983,792,2014-07-13,defective,8,6444.87
RET-012325,193010,1217,2014-07-17,wrong_size,1,6995.72
RET-012326,193029,764,2014-07-19,defective,1,3897.5
RET-012327,193032,2074,2014-06-30,changed_mind,3,10119.16
RET-012328,193040,2045,2014-07-13,defective,1,4835.15
RET-012329,193057,993,2014-07-09,late_delivery,1,3839.41
RET-012330,193109,2396,2014-07-13,late_delivery,1,1040.36
RET-012331,193112,993,2014-07-07,defective,1,4101.37
RET-012332,193148,475,2014-07-20,defective,1,12424.88
RET-012336,193179,475,2014-07-03,changed_mind,1,11178.41
RET-012337,193191,2371,2014-07-01,wrong_size,1,6148.77
RET-012338,193192,418,2014-07-04,changed_mind,2,20476.04
RET-012339,193337,2332,2014-07-18,defective,3,15693.88
RET-012340,193351,826,2014-07-08,not_as_described,1,11187.06
RET-012341,193366,2239,2014-07-08,late_delivery,1,1424.83
RET-012342,193367,2045,2014-07-09,late_delivery,1,5068.44
RET-012343,193398,2083,2014-07-11,wrong_size,2,7191.01
RET-012344,193410,467,2014-07-07,changed_mind,1,10326.27
RET-012345,193430,780,2014-07-16,wrong_size,2,7832.45
RET-012346,193432,993,2014-07-13,late_delivery,3,11082.94
RET-012347,193434,1572,2014-07-13,wrong_size,8,27579.81
RET-012348,193447,1489,2014-06-29,late_delivery,2,5793.87
RET-012349,193447,1490,2014-07-10,changed_mind,2,6090.13
RET-012351,193534,604,2014-07-15,late_delivery,1,5584.97
RET-012352,193554,2353,2014-07-13,late_delivery,1,4562.15
RET-012353,193574,396,2014-07-18,wrong_size,3,27735.06
RET-012354,193601,1005,2014-07-03,wrong_size,3,4159.99
RET-012355,193615,1982,2014-07-05,defective,7,27554.07
RET-012356,193628,2045,2014-07-07,defective,2,9480.17
RET-012357,193632,671,2014-07-02,defective,1,9893.14
RET-012358,193635,976,2014-07-03,not_as_described,2,6819.82
RET-012359,193642,684,2014-07-03,defective,8,84764.69
RET-012360,193665,396,2014-07-09,defective,4,41994.61
RET-012361,193667,267,2014-07-14,wrong_size,5,20259.32
RET-012362,193696,792,2014-07-01,wrong_size,2,1488.68
RET-012364,193791,778,2014-07-19,changed_mind,4,4995.58
RET-012365,193853,792,2014-07-07,wrong_size,5,4078.86
RET-012366,193853,2214,2014-07-17,not_as_described,5,20023.0
RET-012367,193872,1182,2014-07-07,changed_mind,5,9672.83
RET-012368,193907,1181,2014-07-06,not_as_described,4,20054.52
RET-012369,193917,1226,2014-07-06,changed_mind,4,23013.95
RET-012370,193931,2054,2014-07-18,wrong_size,1,5946.75
RET-012372,193956,565,2014-07-09,changed_mind,2,20073.43
RET-012373,193962,2081,2014-07-10,wrong_size,3,7128.87
RET-012374,193963,2064,2014-07-08,wrong_size,5,31810.43
RET-012375,193983,2275,2014-07-17,defective,4,16247.42
RET-012376,193990,777,2014-07-18,late_delivery,8,11050.58
RET-012377,193990,778,2014-07-09,not_as_described,5,6366.27
RET-012378,194001,631,2014-07-06,not_as_described,1,4748.25
RET-012379,194008,2064,2014-07-15,wrong_size,1,5950.4
RET-012380,194029,2081,2014-07-12,changed_mind,2,5194.08
RET-012381,194036,1182,2014-07-08,wrong_size,1,1920.34
RET-012382,194068,1232,2014-07-06,not_as_described,1,4170.99
RET-012383,194094,907,2014-07-11,wrong_size,2,13012.09
RET-012384,194106,2359,2014-07-06,wrong_size,3,15497.74
RET-012385,194111,2252,2014-07-13,late_delivery,1,1480.1
RET-012386,194111,2253,2014-07-03,defective,3,4615.64
RET-012387,194117,1943,2014-07-21,defective,8,10942.08
RET-012388,194120,1181,2014-07-12,late_delivery,3,13422.86
RET-012390,194190,927,2014-07-06,wrong_size,5,24638.96
RET-012391,194201,400,2014-07-21,wrong_size,7,65466.69
RET-012392,194223,826,2014-07-05,wrong_size,3,37162.37
RET-012393,194234,2045,2014-07-15,wrong_size,6,31435.05
RET-012394,194275,826,2014-07-22,wrong_size,6,64870.85
RET-012395,194317,971,2014-07-12,wrong_size,1,14211.32
RET-012396,194371,981,2014-07-21,defective,1,1857.29
RET-012397,194374,2343,2014-07-16,not_as_described,1,5537.06
RET-012398,194376,2204,2014-07-03,wrong_size,1,1574.46
RET-012401,194401,233,2014-07-17,wrong_size,1,3325.15
RET-012402,194406,2218,2014-07-10,not_as_described,3,3787.27
RET-012403,194454,940,2014-07-11,changed_mind,2,13037.84
RET-012405,194522,996,2014-07-18,wrong_size,1,6534.9
RET-012406,194572,990,2014-07-13,wrong_size,2,7816.1
RET-012407,194603,551,2014-07-18,wrong_size,1,8923.19
RET-012408,194654,1062,2014-07-02,defective,6,8028.52
RET-012409,194695,791,2014-07-11,defective,4,2443.71
RET-012410,194700,981,2014-07-04,changed_mind,4,6215.97
RET-012411,194707,967,2014-07-05,changed_mind,2,12757.78
RET-012412,194724,1116,2014-07-09,defective,7,16202.35
RET-012413,194788,1818,2014-07-03,wrong_size,5,10071.59
RET-012414,194822,2343,2014-07-04,late_delivery,3,13636.94
RET-012415,194879,2064,2014-07-15,wrong_size,7,36928.89
RET-012416,194892,647,2014-07-20,defective,2,16110.87
RET-012417,194896,2091,2014-07-13,wrong_size,2,3085.0
RET-012418,194898,2371,2014-07-14,wrong_size,1,5340.81
RET-012419,194916,1340,2014-07-07,late_delivery,1,2011.24
RET-012420,194925,781,2014-07-26,not_as_described,2,2065.01
RET-012423,194968,551,2014-07-17,wrong_size,1,8380.81
RET-012424,194991,1005,2014-07-16,wrong_size,1,1076.55
RET-012425,195012,1935,2014-07-18,late_delivery,1,1251.22
RET-012427,195058,2252,2014-07-15,not_as_described,4,4949.98
RET-012429,195107,2218,2014-07-14,late_delivery,1,1304.85
RET-012431,195155,2212,2014-07-17,wrong_size,2,1700.72
RET-012432,195155,2213,2014-07-09,wrong_size,5,3864.78
RET-012433,195161,1909,2014-07-10,changed_mind,1,1836.89
RET-012436,195234,954,2014-07-12,not_as_described,1,6151.11
RET-012439,195272,826,2014-07-16,not_as_described,1,9530.99
RET-012440,195304,641,2014-07-15,wrong_size,3,22138.54
RET-012441,195314,445,2014-07-09,late_delivery,4,34716.7
RET-012443,195343,1001,2014-07-13,wrong_size,2,7115.83
RET-012444,195352,422,2014-07-22,late_delivery,3,22705.68
RET-012446,195433,792,2014-07-22,not_as_described,1,593.77
RET-012447,195445,445,2014-07-06,wrong_size,2,15813.53
RET-012449,195518,2396,2014-07-25,defective,1,965.86
RET-012450,195527,781,2014-07-15,changed_mind,2,1904.15
RET-012451,195535,1181,2014-07-22,wrong_size,5,18957.24
RET-012452,195542,993,2014-07-07,defective,4,13090.04
RET-012454,195583,559,2014-07-21,wrong_size,1,6077.99
RET-012456,195605,2234,2014-07-12,late_delivery,2,1236.19
RET-012457,195605,2235,2014-07-18,defective,1,667.52
RET-012458,195609,977,2014-07-19,defective,3,14144.91
RET-012459,195609,2080,2014-07-19,not_as_described,2,9384.27
RET-012460,195636,635,2014-07-13,changed_mind,2,15569.39
RET-012461,195638,2054,2014-07-12,wrong_size,8,40236.04
RET-012462,195647,2071,2014-07-20,wrong_size,3,9110.69
RET-012463,195649,635,2014-07-29,wrong_size,2,16895.18
RET-012464,195685,2384,2014-07-25,wrong_size,2,12246.11
RET-012465,195705,854,2014-07-14,wrong_size,1,6364.49
RET-012468,195814,778,2014-07-15,wrong_size,2,2184.66
RET-012469,195817,910,2014-07-11,wrong_size,2,7960.72
RET-012470,195817,993,2014-07-10,defective,3,10389.49
RET-012471,195833,762,2014-07-18,defective,1,1781.5
RET-012472,195847,1061,2014-07-22,defective,2,2511.08
RET-012473,195859,797,2014-07-13,late_delivery,1,2724.14
RET-012474,195865,684,2014-07-19,not_as_described,3,24896.72
RET-012475,195875,1182,2014-07-24,wrong_size,1,1813.29
RET-012476,195875,2396,2014-07-14,late_delivery,1,870.19
RET-012478,195880,604,2014-07-15,wrong_size,4,17874.17
RET-012479,195894,2380,2014-07-21,wrong_size,1,2664.68
RET-012480,195924,572,2014-07-11,wrong_size,1,3965.71
RET-012481,195934,792,2014-07-13,wrong_size,7,4823.57
RET-012482,196009,2234,2014-07-22,wrong_size,1,605.7
RET-012485,196021,2343,2014-07-23,wrong_size,1,4598.64
RET-012486,196051,794,2014-07-14,wrong_size,2,1661.66
RET-012487,196056,1298,2014-07-25,changed_mind,1,3213.25
RET-012488,196060,1982,2014-07-11,not_as_described,1,2889.29
RET-012490,196084,604,2014-07-23,defective,4,17982.45
RET-012491,196085,631,2014-07-14,changed_mind,7,26192.54
RET-012494,196101,793,2014-07-22,defective,3,2460.48
RET-012495,196101,794,2014-07-23,wrong_size,2,1562.98
RET-012496,196103,777,2014-07-22,late_delivery,1,1178.21
RET-012498,196151,400,2014-07-15,defective,1,7159.1
RET-012500,196173,2064,2014-07-23,not_as_described,2,10003.58
RET-012501,196182,622,2014-07-16,wrong_size,5,37940.56
RET-012503,196206,777,2014-07-19,wrong_size,3,3567.85
RET-012504,196206,778,2014-07-20,not_as_described,2,2217.09
RET-012505,196215,604,2014-07-25,late_delivery,3,13129.94
RET-012506,196229,777,2014-07-13,not_as_described,5,5301.53
RET-012507,196229,778,2014-07-26,changed_mind,2,2175.3
RET-012508,196237,572,2014-07-03,defective,4,16230.51
RET-012509,196245,791,2014-07-20,changed_mind,2,1279.56
RET-012511,196268,2332,2014-07-08,late_delivery,5,22267.84
RET-012512,196276,2275,2014-07-21,wrong_size,4,14135.95
RET-012513,196283,2045,2014-07-24,wrong_size,5,19654.16
RET-012514,196286,1934,2014-07-29,late_delivery,6,6844.52
RET-012515,196286,1935,2014-07-22,late_delivery,3,3498.24
RET-012518,196310,2331,2014-07-09,changed_mind,2,10836.24
RET-012519,196311,762,2014-07-20,defective,3,5372.17
RET-012520,196311,989,2014-07-13,wrong_size,3,12322.89
RET-012521,196329,792,2014-07-18,wrong_size,2,1345.68
RET-012525,196355,2270,2014-07-14,wrong_size,2,5366.45
RET-012527,196372,1927,2014-07-10,not_as_described,1,819.23
RET-012528,196383,689,2014-07-21,not_as_described,2,6479.92
RET-012529,196385,927,2014-07-25,changed_mind,2,8834.64
RET-012533,196471,1226,2014-07-17,not_as_described,3,15993.2
RET-012535,196603,604,2014-07-13,defective,4,19456.6
RET-012536,196632,2254,2014-07-18,wrong_size,2,1022.64
RET-012537,196632,2255,2014-07-24,wrong_size,2,1002.01
RET-012538,196638,433,2014-07-26,changed_mind,2,18475.08
RET-012539,196668,2396,2014-07-22,late_delivery,1,891.95
RET-012540,196670,2255,2014-07-20,wrong_size,4,2251.85
RET-012541,196694,967,2014-07-10,not_as_described,3,17868.17
RET-012544,196712,2388,2014-07-25,wrong_size,1,2950.7
RET-012545,196757,2045,2014-07-18,defective,1,4400.68
RET-012546,196787,725,2014-07-20,defective,3,3150.56
RET-012549,196817,782,2014-07-24,not_as_described,7,7163.03
RET-012550,196830,2218,2014-07-22,wrong_size,3,4322.18
RET-012551,196830,2219,2014-07-17,late_delivery,3,3853.6
RET-012552,196851,794,2014-07-11,wrong_size,1,691.93
RET-012553,196869,729,2014-07-20,not_as_described,5,14761.66
RET-012554,196869,730,2014-07-14,changed_mind,1,3108.52
RET-012555,196925,2332,2014-07-20,wrong_size,7,32077.05
RET-012556,196948,702,2014-07-08,changed_mind,5,13620.13
RET-012557,196953,952,2014-07-25,wrong_size,8,18354.0
RET-012558,196960,2054,2014-07-28,changed_mind,5,28660.58
RET-012559,196966,2334,2014-07-29,not_as_described,2,6755.53
RET-012560,196987,763,2014-07-16,late_delivery,2,5552.37
RET-012561,196989,760,2014-07-14,defective,2,2670.92
RET-012562,196996,572,2014-07-17,changed_mind,7,27259.01
RET-012563,197002,2275,2014-07-19,changed_mind,4,13060.33
RET-012564,197044,2064,2014-07-16,wrong_size,2,9280.24
RET-012565,197069,779,2014-07-27,not_as_described,1,3022.82
RET-012566,197069,780,2014-07-17,defective,3,9398.25
RET-012567,197085,2054,2014-07-22,defective,1,4971.99
RET-012569,197099,596,2014-07-26,changed_mind,3,22442.65
RET-012570,197123,1915,2014-07-26,late_delivery,1,4127.66
RET-012571,197130,631,2014-07-16,late_delivery,2,6800.96
RET-012572,197137,2387,2014-07-28,changed_mind,1,4377.15
RET-012573,197155,2212,2014-07-10,wrong_size,1,849.85
RET-012574,197158,2012,2014-07-16,defective,1,3548.05
RET-012575,197168,1808,2014-07-15,not_as_described,1,1133.76
RET-012576,197180,977,2014-07-16,wrong_size,6,26963.78
RET-012578,197202,689,2014-07-18,not_as_described,3,8397.77
RET-012579,197225,2012,2014-07-27,late_delivery,4,14123.01
RET-012580,197232,2045,2014-07-25,wrong_size,5,21009.93
RET-012582,197252,768,2014-07-21,changed_mind,1,861.15
RET-012583,197270,631,2014-07-26,wrong_size,2,7845.36
RET-012584,197292,1870,2014-07-10,wrong_size,2,14785.44
RET-012585,197313,2331,2014-07-14,wrong_size,8,46118.64
RET-012586,197334,2082,2014-07-20,changed_mind,1,2971.31
RET-012588,197380,780,2014-07-12,wrong_size,4,12900.13
RET-012589,197393,791,2014-07-19,wrong_size,6,3522.96
RET-012590,197393,792,2014-07-16,wrong_size,2,1296.02
RET-012591,197398,647,2014-07-14,wrong_size,2,16192.61
RET-012592,197422,2098,2014-07-25,changed_mind,3,7886.79
RET-012593,197439,2058,2014-07-18,wrong_size,2,5121.88
RET-012595,197444,2331,2014-07-24,wrong_size,1,5588.13
RET-012596,197486,729,2014-07-16,wrong_size,2,5694.16
RET-012597,197486,730,2014-07-15,wrong_size,1,2722.17
RET-012598,197532,2055,2014-07-25,wrong_size,1,5511.58
RET-012600,197566,475,2014-07-18,wrong_size,2,18735.48
RET-012601,197570,826,2014-07-15,defective,2,18796.71
RET-012602,197579,1980,2014-07-13,wrong_size,4,6435.03
RET-012605,197588,2204,2014-07-10,defective,2,2941.65
RET-012606,197598,447,2014-07-15,defective,1,14238.05
RET-012607,197600,761,2014-07-26,not_as_described,6,9955.61
RET-012608,197622,2071,2014-07-26,wrong_size,1,3369.94
RET-012609,197622,2098,2014-07-14,wrong_size,1,2857.99
RET-012610,197653,993,2014-07-05,not_as_described,3,9678.05
RET-012612,197704,927,2014-07-19,wrong_size,3,14245.09
RET-012613,197714,954,2014-07-08,changed_mind,5,33163.04
RET-012614,197715,761,2014-07-28,defective,2,3270.08
RET-012615,197722,792,2014-07-22,wrong_size,2,1297.67
RET-012616,197735,725,2014-07-25,changed_mind,7,7463.04
RET-012617,197763,2058,2014-07-26,changed_mind,1,2392.74
RET-012618,197793,1168,2014-07-23,late_delivery,1,3145.78
RET-012619,197794,2332,2014-07-26,changed_mind,3,12750.54
RET-012620,197802,2396,2014-07-30,changed_mind,1,912.13
RET-012622,197820,792,2014-07-13,changed_mind,6,3722.54
RET-012623,197841,2254,2014-07-22,wrong_size,1,503.78
RET-012624,197863,499,2014-07-31,changed_mind,3,26606.38
RET-012625,197875,792,2014-07-25,not_as_described,5,3007.56
RET-012627,197925,2332,2014-07-11,wrong_size,1,4528.25
RET-012629,197940,2045,2014-07-23,wrong_size,1,4328.27
RET-012630,197968,759,2014-07-29,defective,4,5470.84
RET-012631,197968,760,2014-07-26,late_delivery,4,6201.64
RET-012632,197983,2238,2014-07-29,not_as_described,4,4625.57
RET-012633,198007,758,2014-07-20,defective,1,699.4
RET-012634,198029,2331,2014-07-11,wrong_size,3,16763.76
RET-012635,198044,2241,2014-07-17,defective,3,2284.65
RET-012636,198046,2387,2014-07-19,not_as_described,2,8904.44
RET-012637,198087,826,2014-07-13,wrong_size,2,18223.66
RET-012638,198104,826,2014-07-29,wrong_size,1,10079.66
RET-012639,198169,794,2014-07-10,not_as_described,4,3162.8
RET-012640,198195,927,2014-07-16,late_delivery,3,14220.36
RET-012641,198247,989,2014-07-17,defective,4,15550.5
RET-012642,198251,445,2014-07-11,not_as_described,6,45504.79
RET-012643,198251,647,2014-07-21,changed_mind,4,34495.32
RET-012644,198257,2359,2014-07-23,not_as_described,5,21356.71
RET-012645,198281,2353,2014-07-22,changed_mind,5,20371.79
RET-012646,198283,2045,2014-07-13,wrong_size,2,8891.24
RET-012647,198288,2091,2014-07-07,defective,6,8785.39
RET-012648,198303,1982,2014-07-12,wrong_size,4,12433.79
RET-012649,198311,1924,2014-07-16,not_as_described,3,9208.39
RET-012650,198321,758,2014-07-15,not_as_described,1,685.65
RET-012651,198322,854,2014-07-23,changed_mind,4,25809.96
RET-012653,198334,1920,2014-07-10,not_as_described,1,2766.84
RET-012654,198375,779,2014-07-23,changed_mind,2,6411.73
RET-012655,198376,780,2014-07-24,defective,1,3256.87
RET-012656,198388,793,2014-07-11,late_delivery,2,1563.2
RET-012661,198424,791,2014-07-29,defective,1,638.76
RET-012662,198424,792,2014-07-21,wrong_size,1,577.71
RET-012663,198435,2331,2014-07-20,not_as_described,2,10264.13
RET-012664,198450,2205,2014-07-27,wrong_size,1,1244.17
RET-012665,198458,2204,2014-07-22,changed_mind,2,2602.61
RET-012666,198458,2205,2014-07-18,wrong_size,4,4890.6
RET-012668,198504,2269,2014-07-27,late_delivery,2,5909.55
RET-012669,198564,396,2014-07-19,wrong_size,2,16753.0
RET-012671,198610,432,2014-07-16,wrong_size,5,43587.8
RET-012673,198640,2171,2014-07-25,defective,1,3850.43
